Book,Genres
The Constitution of the United States of America,"['History', 'Nonfiction', 'Politics', 'Classics', 'Philosophy', 'Law', 'Reference']"
Bury My Heart at Wounded Knee: An Indian History of the American West,"['History', 'Nonfiction', 'American History', 'Classics', 'Historical', 'Politics', 'Race']"
James and the Giant Peach,"['Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure']"
The Complete Maus,"['Graphic Novels', 'Comics', 'Nonfiction', 'History', 'Biography', 'Memoir', 'Historical']"
"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)","['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Classics', 'Comedy', 'Science Fiction Fantasy']"
Middlesex,"['Fiction', 'Historical Fiction', 'Contemporary', 'LGBT', 'Literary Fiction', 'Classics', 'Novels']"
Schindler's List,"['History', 'Nonfiction', 'Classics', 'Holocaust', 'War', 'Historical', 'World War II']"
The Autobiography of Malcolm X,"['Nonfiction', 'Biography', 'History', 'Memoir', 'Autobiography', 'Race', 'Politics']"
The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Graphic Novels Comics', 'Comedy']"
A Little Princess,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical']"
"A Child Called ""It"" (Dave Pelzer, #1)","['Nonfiction', 'Memoir', 'Biography', 'Psychology', 'Autobiography', 'Abuse', 'Adult']"
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"['Nonfiction', 'Memoir', 'Biography', 'Travel', 'Education', 'Book Club', 'Biography Memoir']"
Leaves of Grass,"['Poetry', 'Classics', 'Fiction', 'Literature', 'American', '19th Century', 'Philosophy']"
Into the Wild,"['Travel', 'Adventure', 'Classics', 'Fiction', 'Nature', 'School', 'Biography Memoir']"
Their Eyes Were Watching God,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'African American', 'Literature', 'Feminism']"
The Wind in the Willows,"['Fiction', 'Fantasy', 'Childrens', 'Classics', 'Animals', 'Young Adult', 'Adventure']"
Speak,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mental Health', 'Teen', 'Coming Of Age']"
Peter Pan,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Middle Grade']"
The Republic,"['Philosophy', 'Classics', 'Nonfiction', 'Politics', 'History', 'School', 'Literature']"
A People's History of the United States,"['History', 'Nonfiction', 'Politics', 'American History', 'Historical', 'Social Justice', 'Classics']"
The World According to Garp,"['Fiction', 'Classics', 'Contemporary', 'Literature', 'Novels', 'Literary Fiction', 'Humor']"
"American Gods (American Gods, #1)","['Fantasy', 'Fiction', 'Mythology', 'Urban Fantasy', 'Audiobook', 'Science Fiction', 'Science Fiction Fantasy']"
"Holes (Holes, #1)","['Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Classics', 'Realistic Fiction', 'School']"
Looking for Alaska,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Coming Of Age', 'Teen']"
The Story of My Life,"['Nonfiction', 'Biography', 'Classics', 'Memoir', 'History', 'Autobiography', 'Biography Memoir']"
The Secret Magdalene,"['Historical Fiction', 'Fiction', 'Religion', 'Historical', 'Spirituality', 'Novels', 'Literature']"
"Things Fall Apart (The African Trilogy, #1)","['Fiction', 'Classics', 'Historical Fiction', 'Africa', 'School', 'Literature', 'Nigeria']"
"The Hound of the Baskervilles (Sherlock Holmes, #5)","['Classics', 'Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'Thriller']"
A Short History of Nearly Everything,"['Nonfiction', 'Science', 'History', 'Audiobook', 'Humor', 'Physics', 'Popular Science']"
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","['Fantasy', 'Fiction', 'Humor', 'Urban Fantasy', 'Comedy', 'Audiobook', 'Science Fiction Fantasy']"
The Addiction Manifesto,"['Nonfiction', 'Self Help', 'Memoir', 'Mental Health', 'Biography']"
A Brief History of Time,"['Science', 'Nonfiction', 'Physics', 'History', 'Classics', 'Astronomy', 'Philosophy']"
زندگی مه آلود پریا,['Fiction']
Island of the Blue Dolphins,"['Young Adult', 'Fiction', 'Historical Fiction', 'Classics', 'Childrens', 'Middle Grade', 'Adventure']"
A Farewell to Arms,"['Classics', 'Fiction', 'Historical Fiction', 'War', 'Literature', 'Novels', 'American']"
Cat's Cradle,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Dystopia']"
A Separate Peace,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'School', 'Coming Of Age', 'High School']"
Blindness,"['Fiction', 'Dystopia', 'Science Fiction', 'Classics', 'Novels', 'Literature', 'Portugal']"
The Complete Fairy Tales,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Fairy Tales', 'Short Stories', 'Literature']"
The Raven,"['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'School']"
The Shack,"['Fiction', 'Christian', 'Christian Fiction', 'Religion', 'Spirituality', 'Faith', 'Inspirational']"
The God Delusion,"['Nonfiction', 'Religion', 'Science', 'Philosophy', 'Atheism', 'Psychology', 'Spirituality']"
Fried Green Tomatoes at the Whistle Stop Cafe (Whistle Stop #1),"['Fiction', 'Historical Fiction', 'LGBT', 'Classics', 'Chick Lit', 'Queer', 'Historical']"
Madame Bovary,"['Classics', 'Fiction', 'France', 'Literature', 'French Literature', 'Romance', '19th Century']"
The Joy Luck Club,"['Fiction', 'Historical Fiction', 'Classics', 'China', 'Contemporary', 'Adult Fiction', 'Adult']"
Tao Te Ching,"['Philosophy', 'Nonfiction', 'Classics', 'Religion', 'Spirituality', 'Poetry', 'China']"
Sophie's Choice,"['Fiction', 'Classics', 'Historical Fiction', 'Holocaust', 'War', 'Historical', 'World War II']"
The Neverending Story,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'German Literature']"
A Confederacy of Dunces,"['Fiction', 'Classics', 'Humor', 'Literature', 'Comedy', 'Novels', 'American']"
Never Let Me Go,"['Fiction', 'Science Fiction', 'Dystopia', 'Contemporary', 'Literary Fiction', 'Romance', 'Adult']"
How to Win Friends and Influence People,"['Self Help', 'Nonfiction', 'Business', 'Psychology', 'Personal Development', 'Leadership', 'Communication']"
Extremely Loud & Incredibly Close,"['Fiction', 'Contemporary', 'Historical Fiction', 'Novels', 'Literary Fiction', 'Adult', 'Adult Fiction']"
Flow Down Like Silver,"['Historical Fiction', 'Fiction', 'Egypt', 'Historical', 'Philosophy', 'Literature', 'Africa']"
"The Clan of the Cave Bear (Earth's Children, #1)","['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Classics', 'Romance', 'Adventure']"
"Guns, Germs, and Steel: The Fates of Human Societies","['History', 'Nonfiction', 'Science', 'Anthropology', 'Sociology', 'Politics', 'Economics']"
"Angels & Demons (Robert Langdon, #1)","['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Suspense', 'Adventure', 'Crime']"
Tess of the D'Urbervilles,"['Classics', 'Fiction', 'Romance', 'Literature', 'Historical Fiction', '19th Century', 'Victorian']"
The Color Purple,"['Classics', 'Fiction', 'Historical Fiction', 'Feminism', 'LGBT', 'Historical', 'African American']"
"Outlander (Outlander, #1)","['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']"
"Eclipse (The Twilight Saga, #3)","['Young Adult', 'Fantasy', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']"
The Tao of Pooh,"['Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism']"
One Day in the Life of Ivan Denisovich,"['Fiction', 'Classics', 'Russia', 'Historical Fiction', 'Russian Literature', 'Literature', 'Novels']"
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Leadership', 'Productivity']"
Ulysses,"['Classics', 'Fiction', 'Literature', 'Novels', 'Ireland', 'Irish Literature', '20th Century']"
A Light in the Attic,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult', 'Picture Books']"
Nickel and Dimed: On (Not) Getting by in America,"['Nonfiction', 'Sociology', 'Politics', 'Economics', 'Memoir', 'Social Justice', 'Poverty']"
"Breaking Dawn (The Twilight Saga, #4)","['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']"
The Jungle,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Politics', 'School', 'Novels']"
"Lonesome Dove (Lonesome Dove, #1)","['Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Historical', 'Adventure', 'Novels']"
"The Name of the Wind (The Kingkiller Chronicle, #1)","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adult']"
The Phantom of the Opera,"['Classics', 'Fiction', 'Horror', 'Romance', 'Gothic', 'Mystery', 'Historical Fiction']"
Paradise Lost,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Fantasy', 'Philosophy']"
Horton Hears a Who!,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Animals']"
The God of Small Things,"['Fiction', 'India', 'Historical Fiction', 'Classics', 'Contemporary', 'Literary Fiction', 'Indian Literature']"
All Creatures Great and Small / All Things Bright and Beautiful,"['Nonfiction', 'Classics', 'Animals', 'Memoir', 'Biography', 'Humor', 'Nature']"
"Are You There God? It's Me, Margaret","['Young Adult', 'Fiction', 'Childrens', 'Classics', 'Middle Grade', 'Coming Of Age', 'Realistic Fiction']"
The Green Mile,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Mystery', 'Classics', 'Crime']"
The Iliad / The Odyssey,"['Classics', 'Fiction', 'Poetry', 'Mythology', 'Fantasy', 'Literature', 'Historical Fiction']"
The House of the Spirits,"['Fiction', 'Magical Realism', 'Historical Fiction', 'Classics', 'Fantasy', 'Spanish Literature', 'Historical']"
Treasure Island,"['Fiction', 'Adventure', 'Classics', 'Historical Fiction', 'Young Adult', 'Childrens', 'Pirates']"
"The Shining (The Shining, #1)","['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Paranormal', 'Mystery']"
V for Vendetta,"['Graphic Novels', 'Comics', 'Fiction', 'Dystopia', 'Science Fiction', 'Graphic Novels Comics', 'Classics']"
The Complete Works,"['Classics', 'Poetry', 'Fiction', 'Plays', 'Drama', 'Literature', 'Reference']"
"New Moon (The Twilight Saga, #2)","['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']"
"The Foundation Trilogy (Foundation, #1-3)","['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Space Opera', 'Literature']"
Julius Caesar,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Historical Fiction', 'Read For School']"
"Little House in the Big Woods (Little House, #1)","['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']"
"Neverwhere (London Below, #1)","['Fantasy', 'Fiction', 'Urban Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Science Fiction', 'Horror']"
The Guernsey Literary and Potato Peel Pie Society,"['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'World War II', 'Book Club', 'War']"
The Elements of Style,"['Writing', 'Nonfiction', 'Reference', 'Language', 'Classics', 'Education', 'Self Help']"
The Importance of Being Earnest,"['Classics', 'Plays', 'Fiction', 'Drama', 'Humor', 'Literature', 'School']"
"Harry Potter and the Order of the Phoenix (Harry Potter, #5)","['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Audiobook', 'Adventure']"
For Whom the Bell Tolls,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'War', 'Novels', 'American']"
David Copperfield,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', '19th Century', 'Novels', 'British Literature']"
"Unbroken: A World War II Story of Survival, Resilience and Redemption","['Nonfiction', 'History', 'Biography', 'World War II', 'War', 'Historical', 'Audiobook']"
"The Girl Who Played with Fire (Millennium, #2)","['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']"
The Thorn Birds,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Australia', 'Historical', 'Historical Romance']"
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)","['Philosophy', 'Fiction', 'Classics', 'Spirituality', 'Travel', 'Psychology', 'Self Help']"
Death of a Salesman,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Theatre', 'Literature']"
A Walk in the Woods: Rediscovering America on the Appalachian Trail,"['Nonfiction', 'Travel', 'Memoir', 'Humor', 'Nature', 'Adventure', 'Audiobook']"
Othello,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Theatre', 'Literature']"
The Communist Manifesto,"['Philosophy', 'Nonfiction', 'Politics', 'Classics', 'History', 'Economics', 'Sociology']"
Beowulf,"['Classics', 'Poetry', 'Fiction', 'Fantasy', 'Mythology', 'School', 'Literature']"
Norwegian Wood,"['Fiction', 'Romance', 'Japan', 'Contemporary', 'Japanese Literature', 'Novels', 'Classics']"
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)","['Fantasy', 'Fiction', 'Adult', 'Retellings', 'Science Fiction Fantasy', 'Adult Fiction', 'Witches']"
It,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Audiobook', 'Classics', 'Mystery']"
Room,"['Fiction', 'Contemporary', 'Adult', 'Thriller', 'Adult Fiction', 'Audiobook', 'Book Club']"
A Fine Balance,"['Fiction', 'Historical Fiction', 'India', 'Indian Literature', 'Literary Fiction', 'Canada', 'Historical']"
"Eragon (The Inheritance Cycle, #1)","['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy']"
"The Chosen (Reuven Malther, #1)","['Fiction', 'Classics', 'Historical Fiction', 'Young Adult', 'Jewish', 'Religion', 'School']"
Thirteen Reasons Why,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mental Health', 'Mystery', 'Teen']"
The Trigger: Hunting the Assassin Who Brought the World to War,"['History', 'Nonfiction', 'World War I', 'Biography', 'War', 'Travel', 'Politics']"
The Awakening,"['Classics', 'Fiction', 'Feminism', 'School', 'Literature', 'Historical Fiction', 'Read For School']"
The Martian Chronicles,"['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook']"
The Reader,"['Fiction', 'Historical Fiction', 'Classics', 'German Literature', 'Romance', 'Holocaust', 'Historical']"
Who Moved My Cheese?,"['Nonfiction', 'Self Help', 'Business', 'Psychology', 'Leadership', 'Personal Development', 'Management']"
The Plague,"['Fiction', 'Classics', 'Philosophy', 'France', 'Literature', 'French Literature', 'Novels']"
"The Host (The Host, #1)","['Young Adult', 'Science Fiction', 'Fantasy', 'Romance', 'Fiction', 'Dystopia', 'Paranormal']"
"Lamb: The Gospel According to Biff, Christ's Childhood Pal","['Fiction', 'Humor', 'Historical Fiction', 'Fantasy', 'Religion', 'Comedy', 'Historical']"
"Calvin and Hobbes (Calvin and Hobbes, #1)","['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics']"
"Cry, the Beloved Country","['Fiction', 'Classics', 'Africa', 'Historical Fiction', 'South Africa', 'Literature', 'School']"
Do Androids Dream of Electric Sheep?,"['Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Cyberpunk', 'Science Fiction Fantasy', 'Fantasy']"
Holy Bible: New International Version,"['Religion', 'Christian', 'Nonfiction', 'Classics', 'Christianity', 'Reference', 'Spirituality']"
Much Ado About Nothing,"['Classics', 'Plays', 'Fiction', 'Drama', 'Romance', 'School', 'Theatre']"
The Elephant Tree,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Drama', 'Suspense', 'Contemporary']"
Steppenwolf,"['Fiction', 'Classics', 'Philosophy', 'German Literature', 'Literature', 'Novels', 'Germany']"
"The Girl Who Kicked the Hornet's Nest (Millennium, #3)","['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']"
"Faust, First Part","['Classics', 'Fiction', 'Plays', 'Poetry', 'German Literature', 'Drama', 'Literature']"
Johnny Got His Gun,"['Fiction', 'Classics', 'War', 'Historical Fiction', 'Horror', 'Literature', 'Novels']"
The Cider House Rules,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Literary Fiction', 'Contemporary', 'Novels']"
"Antigone (The Theban Plays, #3)","['Classics', 'Plays', 'Drama', 'Fiction', 'School', 'Mythology', 'Read For School']"
Inferno,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Fantasy', 'School']"
The Pilgrim's Progress,"['Classics', 'Fiction', 'Christian', 'Religion', 'Christian Fiction', 'Christianity', 'Theology']"
Kafka on the Shore,"['Fiction', 'Magical Realism', 'Fantasy', 'Japan', 'Japanese Literature', 'Contemporary', 'Novels']"
"Shōgun (Asian Saga, #1)","['Historical Fiction', 'Fiction', 'Japan', 'Historical', 'Classics', 'Adventure', 'Asia']"
Dead Poets Society,"['Classics', 'Fiction', 'Young Adult', 'Contemporary', 'Poetry', 'Novels', 'Drama']"
Fear and Loathing in Las Vegas,"['Fiction', 'Classics', 'Humor', 'Journalism', 'Novels', 'Literature', 'American']"
The House at Pooh Corner (Winnie-the-Pooh #2),"['Classics', 'Childrens', 'Fiction', 'Fantasy', 'Animals', 'Audiobook', 'Middle Grade']"
Common Sense,"['History', 'Nonfiction', 'Classics', 'Philosophy', 'Politics', 'American History', 'Essays']"
"Something Wicked This Way Comes (Green Town, #2)","['Horror', 'Fantasy', 'Fiction', 'Classics', 'Science Fiction', 'Young Adult', 'Halloween']"
"Jurassic Park (Jurassic Park, #1)","['Science Fiction', 'Fiction', 'Thriller', 'Adventure', 'Fantasy', 'Horror', 'Classics']"
"Oedipus Rex  (The Theban Plays, #1)","['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Mythology', 'Read For School']"
Gone Girl,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Contemporary']"
"The Power of One (The Power of One, #1)","['Fiction', 'Historical Fiction', 'Africa', 'Classics', 'South Africa', 'Coming Of Age', 'Historical']"
"Hatchet (Brian's Saga, #1)","['Young Adult', 'Fiction', 'Classics', 'Adventure', 'Survival', 'Middle Grade', 'Childrens']"
A Walk to Remember,"['Romance', 'Fiction', 'Contemporary', 'Young Adult', 'Chick Lit', 'Adult', 'Contemporary Romance']"
"Wonder (Wonder, #1)","['Young Adult', 'Fiction', 'Middle Grade', 'Contemporary', 'Realistic Fiction', 'Childrens', 'School']"
The Complete Persepolis,"['Graphic Novels', 'Nonfiction', 'Comics', 'Memoir', 'Biography', 'History', 'Feminism']"
Shantaram,"['Fiction', 'India', 'Travel', 'Adventure', 'Contemporary', 'Novels', 'Historical Fiction']"
